"locality","species_richness","gbif_records","latitude","longitude"
"Alto Anchicayá--old road to Buga, km 50-62","10","12","3.533392","-76.75216"
"Via Queremal - El Descanso","10","12","3.526576","-76.73437"
"Quebrada El Rincón (Dapa)","10","13","3.569794","-76.57004"
"Unnamed Road, Valle del Cauca, CO (4.822, -76.177)","10","13","4.82178","-76.17672"
"La Plata","10","13","3.93","-77.22934"
"vía a Frisoles","10","14","3.889057","-76.1765"
"Vereda Alta Cristalina","10","15","4.01086","-76.47628"
"Km El 18","10","15","3.537751","-76.58501"
"Araucana Lodge und Umgebung","10","16","3.574443","-76.619026"
"Vereda Chicoral, Corregimiento Bitaco, cuenca alta del río Bitaco, Finca Montebello, tras la tambocha","10","17","3.558333","-76.582778"
"San Antonio","10","17","3.216667","-76.65"
"Queremal","10","17","3.516667","-76.716667"
"Aqui me quedo","10","17","3.53135","-76.62011"
"Estación Zygia","10","18","3.441848","-76.66272"
"San Antonio _ Ferrucos","10","19","4.833362","-76.2073"
"Reserva Cantalia","10","20","3.761113","-76.20391"
"Unnamed Road, Valle del Cauca, CO (3.572, -76.569)","10","20","3.572459","-76.569145"
"Valle del Cauca, CO (3.63, -76.156)madhú Carretera","10","20","3.630474","-76.15558"
"760528, Dagua CO-Valle Del Cauca 3.53466, -76.75348","10","20","3.534663","-76.75349"
"La Batea de los colibris, Valle del Cauca, CO (3.325, -76.623)","10","20","3.324912","-76.622574"
"760528, Dagua CO-Valle Del Cauca 3.53467, -76.75347","10","20","3.534671","-76.75347"
"Habitats BSA Bosque San Antonio","10","20","3.512284","-76.59894"
"La Barra","10","21","3.944834","-77.38289"
"El Otobo","10","22","3.570353","-76.617455"
"El Cairo","10","22","4.782473","-76.25679"
"CO-Valle Del Cauca-Santiago De Cali (3.5746,-76.6188)","10","22","3.574603","-76.6188"
"Vereda Carpatos","10","23","3.421667","-76.65056"
"Restaurante Aquí me Quedo","10","24","3.536217","-76.624146"
"22-32 Calle 2, Caicedonia, Valle del Cauca, CO (4.325, -75.834)","10","27","4.32475","-75.834274"
"Finca Hábitats BSA Bosque San Antonio","10","29","3.512238","-76.59905"
"Via Tribunas - Las Cruz","10","33","3.92457","-76.51205"
"PNN Uramba--Juanchaco","10","33","3.932504","-77.34843"
"Fausadan finca, Valle del Cauca, CO (3.738, -76.678)","10","34","3.738049","-76.67777"
"Reserva Ecológica El Robledal","10","38","3.375421","-76.6346"
"Chuscales, Zona de ampliación páramo del Duende","10","40","4.255103","-76.43274"
"Reserva La Esperancita","10","41","4.131394","-76.37442"
"Vereda El Cedral, El Águila. Valle del Cauca, CO","10","43","4.879448","-76.10378"
"RN El Laguito","10","43","4.706289","-76.24752"
"Río Blanco","10","51","3.60335","-76.80475"
"Finca Araucana","10","55","3.573935","-76.65462"
"Vereda el Faro","10","57","3.434459","-76.583954"
"San Cipriano","10","58","3.827431","-76.89923"
"Finca La Chacona, BORRERO Ayerbe, VDC, COLOMBIA","10","64","3.567557","-76.6086"
"Reserva Natural Madhú, Los Colores","10","71","3.624883","-76.169754"
"Jardín Botánico Juan María Céspedes","10","75","4.029408","-76.16692"
"Curigua Ecolodge","10","82","3.879074","-76.174126"
"CO-Valle del Cauca-La Cumbre-Unnamed Rd - 3.574x-76.582","10","88","3.573893","-76.58217"
"Cali - Dagua, Valle del Cauca, CO (3.531, -76.62)","10","100","3.53113","-76.61993"
"Anchicaya, Murrapal","10","108","3.55055","-76.891733"
"El Rayito","10","116","3.862453","-76.22569"
"Rio La Vieja Fincas - Valle del Cauca","10","150","4.662661","-75.76498"
"La Huerta Hotel","10","275","3.889448","-76.441925"
"Ecoparque Lago de las Garzas","10","302","3.331591","-76.536835"
"3 jul. 2020 2:48 p. m.-3.359, -76.62","9","9","3.359372","-76.62018"
"Zygia trocha principal (3,4396,-76,6637)","9","9","3.439635","-76.66367"
"La Teresita, CVC","9","9","3.450291","-76.63333"
"Lomalinda","9","9","3.573985","-76.58208"
"La Casa de las Nubes","9","9","3.568852","-76.5866"
"Páramo, Finca La Lutecia - Complejo de Páramos Chilí Barragán","9","9","4.01248","-75.80737"
"3.49x-76.617 - 13 oct. 2016 10:22","9","9","3.489926","-76.616646"
"Parcelación El Silencio","9","9","3.528592","-76.61179"
"Via Cali - Dagua 32–74, Cali CO-Valle Del Cauca 3.53122, -76.61995 restauran aquí me quedo","9","9","3.531217","-76.61996"
"KM 18, San Antonio, Valle del Cauca, Colombia","9","9","3.532954","-76.61265"
"Bajo Anchicaya","9","9","3.76667","-77.10833"
"3,5426 X -76,5917","9","9","3.54263","-76.59172"
"kilometro diez yocho","9","9","3.537622","-76.62026"
"Peñas Blancas, PNN Farallones de Cali, Valle del Cauca","9","9","3.429119","-76.65367"
"Hacienda La Venta","9","9","4.1989","-76.0764"
"Finca Zingara, La Elvira","9","9","3.53","-76.6"
"Predio La Morelia, correg. Cerro Azul, municipio Bolivar","9","9","4.28091","-76.27705"
"Quebrada Honda, sector La Tulia","9","9","3.43496","-76.62936"
"Via a Bitaco y Lomitas, Valle del Cauca, CO (3,574, -76,62)","9","9","3.573942","-76.61972"
"Carretera El Silencio,El Silencio","9","9","3.541108","-76.603299"
"Finca Aurora","9","9","3.322381","-76.623375"
"Finca Alejandria, Valle del Cauca, CO (3,539, -76,606)","9","9","3.539063","-76.60612"
"Finca Alejandria, -Paraiso de los colibries, km18","9","9","3.539646","-76.606316"
"Vereda San Isidro, finca La Morelia","9","9","4.28091","-76.27705"
"(3,555, -76,579)","9","9","3.554938","-76.57941"
"El Discanco","9","9","3.537806","-76.755516"
"El Condado","9","9","3.543951","-76.580925"
"E28","9","9","3.713523","-76.67324"
"Al Balcon de Los Calibries","9","9","3.521035","-76.61958"
"Dagua - Araucana lodge","9","9","3.57458","-76.6187"
"Condado Beverly","9","9","3.544226","-76.58194"
"Valle del Cauca - Dapa","9","9","3.566807","-76.55004"
"CO-Valle Del Cauca-Yumbo - 3,5728x-76,5522 - 13/05/2017, 5:16 p.m.","9","9","3.572767","-76.552185"
"Unnamed Road, Valle del Cauca, CO (3,49, -76,616) finca Lolita","9","11","3.489689","-76.61642"
"Buenaventura, Valle del Cauca, CO (3.534, -76.754)","9","11","3.534285","-76.754456"
"Pueblo Pance","9","11","3.331099","-76.63577"
"Finca El Descanso","9","11","3.534382","-76.75227"
"Via a Bitaco y Lomitas, Valle del Cauca, CO (3.575, -76.619)","9","11","3.574808","-76.618835"
"Hacienda Tokio, antena Telecom","9","12","3.526865","-76.715195"
"Vereda Palermo","9","12","3.89597","-76.54514"
"El Cominal-Corea","9","12","3.352862","-76.648735"
"Loma Azul","9","12","3.528601","-76.61619"
"Centro Cultural to La Brasilia","9","13","3.449058","-76.63152"
"Finca La Grandeza de Dios , Potrerillo Palmira Valle del Cauca Colombia","9","14","3.555943","-76.20863"
"Finca “El Fisto”","9","14","3.496892","-76.61249"
"Predio Los Cauchos","9","14","3.72075","-76.067"
"El Cairo Vereda La Cancana","9","14","4.783079","-76.20761"
"Carretera El Queremal - Anchicayá","9","15","3.526454","-76.72622"
"Dapa general area","9","16","3.558311","-76.55664"
"RN Reserva Madhú 2900 m","9","17","3.64765","-76.13915"
"Reserva Natural El Laguito","9","17","4.701806","-76.23814"
"Valle del Cauca, CO (3.37, -76.623)","9","18","3.370162","-76.62284"
"El Queremal","9","18","3.533696","-76.71161"
"El Pato, Estación biológica Zygia","9","18","3.4405","-76.67444"
"Galapagos, 1975 m asl","9","18","4.823272","-76.17832"
"760009, Cali CO-Valle Del Cauca 3.52797, -76.61684","9","18","3.527969","-76.616844"
"La Embajada","9","18","3.51008","-76.6196"
"PNN Farallones de Cali - Estacion Farallones","9","18","3.446434","-76.67275"
"Balcón de los colibríes, San Francisco, Valle del Cauca, CO (3.338, -76.599)","9","18","3.337573","-76.59854"
"Finca ""El Descanso"", Doña Dora","9","19","3.534473","-76.7536"
"El Mocho-Sinai San José Del Palmar Chocó, CO (4,831, -76,204)","9","19","4.830885","-76.203575"
"Bajo Calima, Cartón de Colombia, cuartel BV-83","9","19","3.942107","-76.9684"
"Via Las brisas - La Carbonera","9","21","4.76925","-76.160805"
"Vía a El Carmen, Valle del Cauca, CO (3.531, -76.62)","9","25","3.53079","-76.62025"
"Upper Anchicaya, Old Bonaventure Road","9","27","3.63184","-76.90095"
"Buenaventura, Bajo Anchicaya","9","27","3.61891","-76.91293"
"Villa Pension Dapa, Valle del Cauca, CO (3.544, -76.581)","9","28","3.543887","-76.58086"
"Agua Clara","9","28","3.648916","-76.95054"
"Valle del Cauca, CO (3,935, -76,489) Alto Tribunas Calima El Darien","9","28","3.935003","-76.48861"
"Playa Juan de Dios","9","30","3.906814","-77.319534"
"Araucana Lodge. Valle Del Cauca-Santiago De Cali (3.5745,-76.6188)","9","30","3.574473","-76.61876"
"Unknown Location - (3.438, -76.662)","9","33","3.43833","-76.66174"
"Centro Forestal Tropical del Bajo Calima","9","33","3.915856","-76.963425"
"La Granjita, Calima El Darien (3,9552,-76,4747)","9","35","3.955162","-76.47467"
"Vereda LA GALANA, predio LA PLATINA","9","35","4.893556","-76.028056"
"Dagua, Valle Del Cauca, Dagua CO-Valle Del Cauca (3.5388,-76.7549)","9","36","3.538825","-76.75485"
"Monte Icaro, Birds & Coffee (El Líbano)","9","38","3.503889","-76.193886"
"Bosque de chusque a 2600 a 3090 m camino a Pico Pance3.3335 X -76.6656","9","39","3.33354","-76.66564"
"Lodge Santa Eulalia (El Saladito)","9","40","3.479925","-76.61473"
"Casa de Observadores (acceso restringido)","9","41","3.575149","-76.879166"
"Antigua Estación de Korea","9","43","3.35823","-76.6599"
"restarante mirador","9","45","3.530805","-76.620094"
"Corregimiento El Salado, Las Hermosas National Natural Park, Buga CO-Valle Del Cauca 3.84720, -76.04388","9","45","3.8472","-76.04388"
"Entrada La Minga (Puerta Naranja)","9","48","3.569443","-76.57946"
"""Cuenca río Tuluá, corregimiento Santa Lucía, finca la Cascada""","9","59","3.974389","-75.97425"
"La Maima","9","64","3.545645","-76.566475"
"Colombia Valle del Cauca, Araucana Lodge","9","70","3.57281","-76.61899"
"Transcepto Casco Urbano El CAIRO - Sonadora","9","71","4.764331","-76.219315"
"(3.568, -76.609) La Chacona","9","74","3.56757","-76.60854"
"Cond. Lagos de Maracaibo (3,5620,-76,2040)","9","76","3.561995","-76.20398"
"Embalse-La Batea","9","80","3.541717","-76.878883"
"Finca el vergel verda mira flores","9","90","3.844828","-76.21848"
"Atuncela, Valle del Cauca, CO (3.737, -76.676)","9","109","3.737437","-76.6756"
"San Alejo, La Buitrera","9","118","3.476097","-76.201965"
"Parque de Las Heliconias - Jardín de Flores Tropicales y Exóticas","9","138","4.312717","-75.87488"
"Ecoparque de La Bandera","9","149","3.4035","-76.5617"
"Complejo de Humedales de Guarino","9","373","3.120031","-76.56186"
"Paraiso de los colibries","8","8","3.539167","-76.605835"
"PNN Farallones de Cali--Vereda El Cedral","8","8","3.464186","-76.640015"
"Via a La Elvira, Valle del Cauca, CO (3.528, -76.614)","8","8","3.527991","-76.61382"
"Buenaventura, Valle del Cauca, CO (3.533, -76.752)","8","8","3.533344","-76.75208"
"CO-Valle Del Cauca-Cali (3,5285,-76,6155)","8","8","3.528504","-76.61553"
"Km 20-26","8","8","3.542298","-76.618385"
"Bosque Nublado de San Antonio and lunch at Km 18","8","8","3.497","-76.628"
"Km 55 Antigua Carretera A Buenaventura CO (3.528, -76.742)","8","8","3.52771","-76.74152"
"El Cairo, Valle del Cauca, CO (4,802, -76,165)","8","8","4.801769","-76.16537"
"La Brasilia, EMCALI","8","8","3.451633","-76.62829"
"Vía La Maria a Buenos Aires (Buga)","8","8","3.9305","-76.19801"
"Bosque de niebla, Finca Ricon Santo - Complejo de Páramos Chilí Barragán","8","8","4.10254","-75.84595"
"Shrangri-La","8","8","3.308974","-76.59202"
"La Colonia","8","8","3.950516","-76.39175"
"La Cumbre area","8","8","3.700011","-76.50742"
"Cerro El Inglés,S.","8","8","4.741174","-76.296555"
"Unnamed Road, Valle del Cauca, CO (3.546, -76.565)","8","8","3.546417","-76.565254"
"La Florida bosque de aves, km18","8","8","3.528205","-76.61712"
"Chicoral - Corregimiento Bitaco","8","8","3.566302","-76.563878"
"Unnamed Road, Valle del Cauca, CO (3.572, -76.58)","8","8","3.603041","-76.58192"
"Corregimiento Bítaco, Municipio La Cumbre","8","8","3.607872","-76.59848"
"Unnamed Road, Valle del Cauca, CO (3.626, -76.593)","8","8","3.625645","-76.59267"
"CONDADO bEVERLY","8","8","3.548759","-76.58477"
"Alto Anchicayá--El Descanso","8","8","3.600543","-76.85842"
"(3.56, -76.576)","8","8","3.56047","-76.57633"
"Valle del Cauca, CO (3,881, -76,56)","8","8","3.881422","-76.55971"
"Los Carboneros","8","8","3.557691","-76.61119"
"Ascenso Alto Pance","8","8","3.336172","-76.693085"
"Reserva Regional Bitaco","8","8","3.564194","-76.585335"
"Finca La Lolita","8","8","3.489712","-76.616554"
"Vía a Borrero Ayerbe, Dagua CO-Valle del Cauca 3.53113, -76.62000","8","8","3.531127","-76.62"
"San Francisco","8","9","3.325835","-76.62308"
"Cali - Dagua, Valle del Cauca, CO","8","9","3.518152","-76.62008"
"Un pasito a la vez","8","9","3.353887","-76.611084"
"Región del Alto Calima","8","9","3.88","-76.7"
"31 - Ginebra, Valle del Cauca, CO (3,631, -76,197)","8","9","3.631017","-76.19725"
"Alto San Jose del Salado, Valle del Cauca, CO (3.571, -76.73)","8","9","3.570901","-76.72984"
"Lagos de Pance","8","10","3.333224","-76.60773"
"Llano Bajo, Río Bartolo","8","10","3.683306","-76.972534"
"El Cairo Road","8","10","4.808961","-76.15856"
"Finca Costa Rica","8","10","4.746577","-76.24662"
"El Cominal - PNN Farallones de Cali","8","10","3.349077","-76.64669"
"Auto selected 3.32492, -76.62930","8","11","3.324924","-76.629295"
"El Descanso de Doña Dora","8","11","3.524148","-76.75358"
"San Pablo","8","12","3.496208","-76.62196"
"El Sinaí San José del Palmar Chocó, CO (4,836, -76,191)","8","12","4.835665","-76.19079"
"Cali - Dagua, Valle del Cauca, CO (3.517, -76.621)","8","12","3.517494","-76.62065"
"Bosque de San Antonio/KM 18","8","12","3.5","-76.63333"
"Bosque del Silencio","8","12","3.402416","-76.61489"
"Mi Universo","8","13","3.5362","-76.60568"
"Anchicaya","8","13","3.54127","-76.87829"
"Vereda Chicoral, Corregimiento Bitaco, cuenca alta del río Bitaco","8","13","3.569111","-76.588722"
"Cali - Dagua, Valle del Cauca, CO (3.504, -76.617)","8","14","3.503694","-76.61703"
"Quebrada El Cuzumbo","8","14","3.902417","-76.648667"
"Vereda Jiguales","8","14","3.8836","-76.46108"
"Reserva Natural El Pital, El Cairo.","8","15","4.74926","-76.20278"
"CO-Valle Del Cauca-Santiago de Cali - Finca Minga 3,5664x-76,5853 - 17/03/2017, 12:13","8","15","3.566373","-76.58526"
"Centro Forestal y Ambiental Bomberos Yumbo","8","15","3.568011","-76.53433"
"Colombia - Estadero Aqui Me Quedo","8","16","3.53109","-76.619965"
"Aqui Me Quedo","8","16","3.531102","-76.619865"
"Reserva Ecotonos 1 Trayecto Parte Baja","8","16","3.572521","-76.60673"
"CO-Valle del Cauca-Pradera - 3,465x-76,186 - 15 may. 2017 12:04 a. m.","8","16","3.465334","-76.186005"
"Sector murrapal, Anchicayá, El Danubio, Valle del Cauca","8","16","3.554837","-76.87566"
"Mid Anchicaya","8","16","3.610678","-76.8946"
"Villa Cielo","8","16","3.332","-76.635"
"Finca Zíngara, cgto. La Elvira, vda km 18","8","16","3.533333","-76.6"
"Valle del Cauca los Andes , CO (3.757, -76.056)","8","16","3.756591","-76.05598"
"CO-Valle del Cauca-Buenaventura- 3.574x-76.879 - 13 may. 2017 12:31","8","16","3.574479","-76.87854"
"Hotel Casa Blanca","8","16","3.894779","-76.179634"
"El Cairo (pueblo)","8","17","4.761803","-76.22066"
"Páramo de Valle Bonito","8","17","3.75275","-76.01994"
"Unnamed Road, Valle del Cauca, CO (4,817, -76,166)","8","18","4.817199","-76.16598"
"(3.6189,-76.9039)","8","18","3.618868","-76.90387"
"San Antonio Sn José Palmar Chocó, CO (4,833, -76,207)","8","19","4.832989","-76.20672"
"Anchicaya,S.","8","19","3.620144","-76.905106"
"Río San Juan, afluente del Digua, cerca al Queremal","8","21","3.534537","-76.754336"
"Cali Private residence","8","22","3.393508","-76.55518"
"Parque Nacional Natural Farallones De Cali, Vereda El Pato","8","22","3.312366","-76.5799"
"Sendero Chorro De Plata-Otoño","8","22","3.350753","-76.59728"
"Sendero Organico,vereda la ventura,municipio la Cumbre, Valle del Cauca, CO","8","22","3.631585","-76.58321"
"Veereda El Engaño Valle del Cauca, CO (3.579, -76.788)","8","22","3.579379","-76.78782"
"Carretera Buenaventura a Lobo Guerrero, km 28, río Dagua","8","22","3.8639","-76.83623"
"Parque De Las Heliconias","8","23","4.311949","-75.87557"
"San Marcos","8","23","3.7","-76.95718"
"El Mocho-Los límites San José del Palmar Chocó, CO (4,831, -76,203)","8","23","4.831027","-76.203445"
"Valle del Cauca, CO (3.628, -76.165)madhú Miravalle","8","24","3.627738","-76.165474"
"Vía al Boleo, Valle del Cauca, CO (3.955, -76.475)","8","24","3.955168","-76.47458"
"km18 general","8","24","3.533633","-76.61022"
"CO-Valle del Cauca-La Cumbre - 3.566x-76.585 - Dec 8, 2016 06:09","8","24","3.566253","-76.58521"
"RN. la Cumbre","8","25","3.639282","-76.552505"
"Vereda El Moral Bajo","8","27","3.6752","-76.0895"
"Camino a Minas del Socorro","8","27","3.398189","-76.655685"
"Parcelacion el Ensueño, Etapa I y II","8","28","3.5675","-76.6089"
"Parque Simón Bolívar Cali","8","29","3.454605","-76.53325"
"San Juan, Miravalle","8","30","4.088217","-75.8039"
"Buenaventura, Valle del Cauca, CO (3.535, -76.754)","8","30","3.534575","-76.75368"
"Yatacue","8","31","3.5747","-76.886767"
"Villacarmelo, Valle del Cauca, CO (3.377, -76.618)","8","31","3.377426","-76.617775"
"RN la Castalia Alcira Montoya","8","32","4.347221","-75.80459"
"760528, Dagua CO-Valle Del Cauca 3.52698, -76.73372","8","33","3.526975","-76.73372"
"Finca La Chacona","8","38","3.567666","-76.61155"
"Camino Km 18","8","40","3.530353","-76.6123"
"Hacienda San Sebastián de los Alpes","8","45","3.763365","-76.0511"
"Club Del Departamento Cali Valle Delcauca","8","57","3.344778","-76.5903"
"La Candelaria","8","58","3.373067","-76.623535"
"Loboguerrero","8","62","3.805139","-76.640306"
"Parque de La Babilla","8","69","3.36066","-76.53886"
"Bosque Municipal de Palmira","8","104","3.528379","-76.28646"
"Rio Cali","8","169","3.44986","-76.55546"
"Zoológico de Cali","8","236","3.44795","-76.55871"
"Ecoparque Rio Pance","8","284","3.347538","-76.58038"
"La Pajarera, Lomalarga","8","441","3.311323","-76.57442"
"el descanso","7","7","3.53471","-76.75358"
"Valle del Cauca, CO (3.671, -76.944)","7","7","3.670999","-76.9443"
"CO-Valle Del Cauca-Santiago De Cali (3.4899,-76.6168)","7","7","3.489864","-76.6168"
"CO-Valle Del Cauca-Santiago De Cali (3.4900,-76.6161)","7","7","3.490042","-76.61612"
